engineload,coolant,vehiclespeed,rpm,obddistance,runtime,engine_torque_percent,fuel_consumption,fuel_level,fl_level,fuel_rate,fuel_economy,accelerator_pedal_pos,drivers_demand_engine_torque_percent,engine_torque_mode,adblue_level,part_of_day,date,time
26,268102625618.18484,0.0,0.3550137696419893,0.0,0.0,19,0.0,22.4,81.75999999999999,0.1482602118003026,0.0,0.0,0,0.6931471805599453,52.25199999999993,Late Night,2024-03-02,02:24:32
35,471045022197.9346,2.484375,0.35023489389275875,5.0478463728964584e-06,0.0,24,0.0,18.4,67.16,0.18003025718608173,0.3574558889218038,9.6,10,0.6931471805599453,52.25199999999993,Late Night,2024-03-02,02:25:35
24,524460823667.3374,1.859375,0.3568767212052486,5.552631009653197e-05,0.00015817779183713299,17,0.0001601281024825596,23.2,84.68,0.1331316187594554,0.0,0.0,0,0.6931471805599453,52.25199999999993,Late Night,2024-03-02,04:05:07
26,793236324340.7214,8.78125,0.3550137696419893,6.634312375197737e-05,0.00031635558367515415,18,0.0001601281024825596,26.0,94.9,0.10741301059001514,1.2169738532406595,0.0,0,0.6931471805599453,52.251999999999924,Late Night,2024-03-02,04:06:10
37,793236324340.7214,32.515625,0.3987526324315567,7.643881649688211e-05,0.00031635558367515415,23,0.0001601281024825596,22.8,83.22,0.18305597579425115,1.8412934043503317,16.0,7,0.6931471805599453,52.25999999999993,Late Night,2024-03-02,04:13:48
32,1287957059002.34,38.15625,0.5189535072088125,0.00013989745660669684,0.00031635558367515415,25,0.0001601281024825596,24.0,87.6,0.24054462934947055,1.7606825796080732,33.6,25,2.302585092994046,52.25999999999993,Late Night,2024-03-02,04:14:52
68,1854818458249.7,13.890625,0.31151790053458606,0.0001856886344135944,0.0004745333755140635,33,0.0001601281024825596,19.6,71.54,0.26777609682299547,0.9217445925022287,42.0,36,0.6931471805599453,52.251999999999924,Late Night,2024-03-02,04:15:57
39,2852660406294.3696,17.90625,0.6059452454236189,0.0002188601962895831,0.0004745333755140635,30,0.000320256204964231,21.2,77.38,0.27080181543116494,1.0735615219482044,52.4,41,2.302585092994046,52.303999999999924,Late Night,2024-03-02,04:17:01
37,3952499031312.6943,36.75,0.4698687834116312,0.0002541951208963056,0.0006327111673520847,28,0.000320256204964231,23.2,84.68,0.25718608169440244,1.6704300902229738,43.6,36,2.302585092994046,52.31999999999993,Late Night,2024-03-02,04:18:05
35,3364294990807.705,44.015625,0.6165559695447917,0.0003090003100822969,0.0006327111673520847,27,0.000320256204964231,27.6,100.74,0.2995461422087746,1.7195527244929922,39.2,28,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:19:09
21,3364294990807.705,48.515625,0.3632755548355743,0.0004507005689644572,0.0007908889591901058,14,0.00048038430744590244,23.2,84.68,0.11346444780635402,2.633180739088665,0.0,0,0.6931471805599453,52.31999999999993,Late Night,2024-03-02,04:21:19
20,3364294990807.705,1.859375,0.35582374858253685,0.0005109141649786153,0.0007908889591901058,13,0.00048038430744590244,24.0,87.6,0.10287443267776097,0.026976587698202076,0.0,0,0.6931471805599453,52.303999999999945,Late Night,2024-03-02,04:22:23
55,3364294990807.705,41.84375,0.559371456342135,0.0005588687055162467,0.0007908889591901058,45,0.000640512409928462,22.0,80.3,0.46596066565809385,1.3133875903118029,53.2,45,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:23:27
38,3099454768100.5273,44.75,0.5978454560181434,0.0006436004124816819,0.000949066751028127,28,0.000640512409928462,22.8,83.22,0.28744326777609686,1.7348308172261278,40.4,29,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:24:32
10,2622877723165.908,44.59375,0.3550947675360441,0.0007211209103434868,0.000949066751028127,7,0.000640512409928462,22.8,83.22,0.040847201210287454,3.501937881463115,0.0,0,0.6931471805599453,52.25999999999993,Late Night,2024-03-02,04:25:37
22,3099454768100.5273,45.71875,0.6357524704357685,0.0007997230895711027,0.000949066751028127,20,0.000640512409928462,20.0,73.0,0.20423600605143724,2.046684270410371,28.4,20,2.302585092994046,52.31999999999993,Late Night,2024-03-02,04:26:42
0,3364294990807.705,38.78125,0.5268913008261784,0.0008462353882876528,0.00110724454286526,0,0.0008006405124101335,24.0,87.6,0.0,4.840242308167575,0.0,0,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:27:46
21,3648264764224.2954,46.703125,0.36894540741940707,0.000925198127970539,0.00110724454286526,14,0.0008006405124101335,21.6,78.84,0.11195158850226931,2.6106153791767746,0.0,0,0.6931471805599453,52.31999999999993,Late Night,2024-03-02,04:28:51
9,3648264764224.2954,52.0625,0.42159403855499755,0.0010012763840112626,0.0012654223347041693,5,0.0008006405124101335,21.2,77.38,0.05748865355521937,3.341024322459309,0.0,0,0.6931471805599453,52.31999999999993,Late Night,2024-03-02,04:29:56
42,3648264764224.2954,40.546875,0.5341811112911063,0.001075912398231793,0.0012654223347041693,32,0.0009607686148918049,21.6,78.84,0.3025718608169441,1.6152802129126973,42.8,32,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:31:01
32,3099454768100.5273,38.765625,0.4995140126356714,0.0011433372033486933,0.0012654223347041693,24,0.0009607686148918049,22.4,81.75999999999999,0.22390317700453863,1.830391547631428,34.0,25,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:32:06
30,3099454768100.5273,45.625,0.5503806901020573,0.0012060747225488555,0.0014236001265421905,22,0.0009607686148918049,22.0,80.3,0.19667170953101365,2.000212305132261,33.6,23,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:33:11
57,3364294990807.705,37.71875,0.4881743074680057,0.0012767445717623005,0.0014236001265421905,41,0.0009607686148918049,22.0,80.3,0.3963691376701967,1.3515168742007835,52.8,41,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:34:15
21,3364294990807.705,36.46875,0.4660618823910577,0.0013333525632246435,0.0014236001265421905,18,0.0011208967173743645,22.8,83.22,0.13918305597579425,2.18565618746465,22.4,18,1.0986122886681098,52.31999999999993,Late Night,2024-03-02,04:35:20
55,3099454768100.5273,32.015625,0.3906528430260813,0.0014007773683415436,0.0015817779183802116,36,0.0011208967173743645,22.0,80.3,0.2632375189107413,1.5386297729160574,84.4,64,2.302585092994046,52.31999999999993,Late Night,2024-03-02,04:36:24
